ACTIVITY,ALogP98,ES_Sum_dO,ES_Sum_sCH3,ES_Sum_ssCH2,Molecular_Solubility,HBA_Count,NPlusO_Count,Num_Atoms,Num_Hydrogens,Num_RotatableBonds,Num_DoubleBonds,Num_AliphaticDoubleBonds,Molecular_FractionalPolarSurfaceArea,BIC,IAC_Mean,IC,JX
0,0.76,0.0,4.058,0.971,-1.728,2,2,9,10,1,3,0,0.182,0.76025,1.35999,2.72548,2.91301
0,1.904,0.0,4.13,1.076,-2.275,1,1,9,11,1,3,0,0.091,0.63627,1.21924,2.28103,2.83636
0,1.404,0.0,4.146,1.067,-2.312,1,1,8,9,1,2,0,0.299,0.81065,1.49692,2.75,2.70735
0,0.851,10.399,3.675,0.951,-1.016,2,2,8,10,4,1,1,0.348,0.75,1.56831,2.25,2.80241
0,3.304,0.0,4.148,5.346,-3.88,1,1,10,16,6,1,1,0.225,0.75917,1.31582,2.52192,2.92819
0,1.42,10.686,3.858,3.033,-1.933,2,2,10,14,6,1,1,0.286,0.75917,1.46186,2.52192,2.8659
0,1.099,10.566,3.787,1.889,-1.454,2,2,9,12,5,1,1,0.314,0.78969,1.50996,2.50325,2.84556
0,2.363,11.513,5.741,0.391,-3.176,3,3,16,16,4,4,1,0.171,0.76838,1.3481,3.375,2.04372
0,6.054,11.081,4.119,15.604,-6.286,2,2,18,32,14,1,1,0.088,0.47748,1.12385,1.99107,2.94751
0,-0.71,8.932,1.695,0.364,-0.108,2,3,5,5,2,1,1,0.461,0.99999,1.76096,2.32192,2.09882
0,3.773,10.909,4.053,8.416,-3.568,2,2,13,22,9,1,1,0.12,0.63393,1.18181,2.34585,2.92949
0,3.873,10.736,3.949,5.974,-3.891,2,2,13,18,8,1,1,0.124,0.7354,1.24089,2.87314,3.23121
0,7.879,11.154,4.143,21.476,-8.499,2,2,22,40,18,1,1,0.072,0.39553,1.09426,1.76384,2.96479
0,2.482,10.799,1.81,2.561,-2.775,2,2,12,16,7,3,3,0.136,0.85403,1.2638,3.25162,3.18292
0,3.317,10.853,4.028,7.022,-3.038,2,2,12,20,8,1,1,0.129,0.67456,1.19819,2.41829,2.92703
0,1.977,10.293,4.311,5.947,-3.033,0,2,12,19,7,1,1,0.195,0.90701,1.21452,3.25162,3.38958
0,2.873,10.819,3.958,4.058,-2.909,2,2,12,18,7,2,2,0.132,0.74359,1.23095,2.75162,3.1294
0,7.435,11.145,4.126,17.81,-8.237,2,2,22,38,17,2,2,0.073,0.55153,1.10922,2.49491,3.07857
0,3.294,10.766,3.97,5.039,-3.129,2,2,12,18,7,2,2,0.132,0.83367,1.23095,3.08496,3.17398
0,1.892,20.29,3.59,1.606,-1.352,3,3,11,13,6,2,2,0.34,0.71139,1.38243,2.55034,3.31257
0,6.967,11.122,4.133,18.532,-7.39,2,2,20,36,16,1,1,0.079,0.43289,1.10778,1.87095,2.95617
0,2.53,0.0,2.089,1.028,-1.877,0,1,9,10,1,3,0,0.152,0.63627,1.23638,2.28103,2.84952
0,2.981,11.011,1.828,2.8,-3.269,2,2,14,16,6,4,1,0.128,0.71589,1.2729,2.98522,2.13601
0,1.672,11.241,1.789,0.402,-2.174,3,3,14,12,4,4,1,0.206,0.74907,1.39935,3.182,1.88337
0,2.525,10.994,1.819,1.699,-2.79,2,2,13,14,5,4,1,0.139,0.6887,1.29723,2.81507,2.24883
0,1.036,10.189,3.574,0.972,-0.65,2,2,7,10,3,1,1,0.214,0.89822,1.33282,2.52164,2.79915
0,2.607,0.0,4.399,3.848,-2.425,0,0,7,12,4,0,0,0.335,0.60219,1.26744,1.55665,2.26628
0,3.197,0.0,4.397,3.806,-2.886,0,0,8,12,5,0,0,0.43,0.53431,1.35272,1.5,2.29177
0,1.621,0.0,2.122,1.077,-1.774,1,1,8,9,1,3,0,0.106,0.62311,1.25329,2.15563,2.78599
0,0.246,20.23,2.832,0.262,-0.822,3,3,8,8,3,2,2,0.328,0.86752,1.47721,2.75,3.23342
0,1.792,11.083,1.72,0.312,-1.584,2,3,12,10,3,4,1,0.273,0.8129,1.43654,3.25162,2.75889
0,2.336,10.837,1.783,0.954,-2.104,3,3,12,10,5,3,1,0.35,0.72211,1.64242,2.85538,2.06474
0,1.937,10.574,3.663,0.429,-2.127,2,2,10,12,4,3,3,0.161,0.87083,1.32217,3.12192,3.4047
0,0.928,10.006,3.541,0.898,-0.894,1,1,6,8,2,1,1,0.359,1.0,1.52164,2.58496,2.63285
0,3.132,0.0,2.133,1.069,-1.634,0,0,9,10,1,3,0,0.26,0.76025,1.23638,2.72548,2.97525
0,2.355,10.936,3.762,0.354,-2.524,3,3,14,14,5,4,1,0.173,0.69456,1.37479,2.89629,2.27266
0,2.838,0.0,8.926,4.702,-3.254,0,1,13,22,1,0,0,0.098,0.81028,1.09708,3.08505,2.43002
0,4.686,10.994,4.088,11.259,-4.645,2,2,15,26,11,1,1,0.105,0.56228,1.15469,2.19679,2.93561
0,4.295,10.983,1.844,9.371,-4.427,2,2,15,24,11,2,2,0.107,0.68489,1.17912,2.73957,2.96414
0,1.949,10.579,3.878,3.073,-1.516,2,2,9,14,5,1,1,0.17,0.78969,1.26467,2.50325,2.90844
0,0.976,10.337,1.812,0.468,-1.594,2,3,12,9,3,4,1,0.282,0.85457,1.44881,3.41829,2.87745
0,-0.25,10.827,1.755,-0.222,-1.571,4,8,23,20,6,4,1,0.398,0.7826,1.49505,3.76226,2.09008
0,2.818,22.117,5.325,0.439,-3.029,4,4,17,16,6,5,2,0.213,0.83744,1.40482,3.73452,2.84046
0,2.147,0.0,6.756,5.314,-2.668,1,1,11,18,0,0,0,0.055,0.74297,1.12425,2.66353,2.17389
0,2.579,0.0,1.534,0.788,-2.354,1,2,12,12,3,4,1,0.167,0.85457,1.32501,3.41829,2.87974
0,2.589,10.797,2.899,0.76,-3.175,3,3,15,14,5,5,2,0.163,0.84226,1.37255,3.64022,2.85682
0,4.253,11.998,1.548,0.739,-4.794,3,3,20,16,6,8,2,0.132,0.73779,1.32987,3.58418,2.13419
0,2.51,10.159,1.532,0.761,-2.825,2,3,14,12,5,5,2,0.178,0.72813,1.39935,3.09306,2.85644
0,5.46,0.0,8.583,3.36,-4.953,0,0,15,24,6,4,4,0.0,0.733,0.96123,3.05656,3.89474
0,4.76,0.0,8.552,4.613,-4.444,0,1,16,26,7,3,3,0.074,0.67814,1.0872,2.82781,3.76604
0,2.489,11.083,8.283,3.762,-3.115,2,2,14,20,2,1,1,0.122,0.77326,1.22104,3.09306,2.19831
0,-0.284,8.361,0.0,0.0,0.564,1,2,3,2,0,1,1,0.689,1.0,1.52192,1.58496,1.92048
0,2.184,10.282,0.0,0.0,-2.572,2,2,11,6,1,5,1,0.217,0.6552,1.37928,2.73215,2.69522
0,2.038,10.614,4.56,2.37,-2.239,1,1,11,14,1,2,2,0.108,0.8131,1.18296,3.09579,2.2781
0,1.265,9.821,0.0,0.635,-1.681,2,2,9,6,3,3,1,0.402,0.74796,1.70558,2.72548,2.23851
0,-2.909,19.107,0.0,0.0,-0.812,0,4,8,2,2,3,3,0.632,0.60206,1.52192,2.0,3.4414
0,0.984,9.773,0.0,0.0,-0.943,2,2,7,4,1,3,1,0.308,0.65911,1.49491,2.23592,2.81179
0,0.786,10.275,1.364,0.224,-1.428,3,3,10,8,3,3,1,0.27,0.7249,1.48068,2.72192,2.20197
0,2.247,10.352,1.933,0.74,-2.413,2,2,11,10,3,4,2,0.187,0.78291,1.35666,3.09579,2.70009
0,2.286,0.0,4.376,0.99,-2.745,1,1,10,12,3,2,0,0.232,0.74699,1.41308,2.72192,2.1723
0,2.161,11.084,3.96,0.693,-2.367,3,3,13,14,5,3,1,0.202,0.76279,1.37425,3.08505,2.11532
0,1.378,0.0,0.0,0.687,-0.398,1,1,7,6,1,2,0,0.435,0.68841,1.61433,2.23592,2.63044
0,0.815,0.0,1.641,0.562,-1.169,2,2,8,8,2,2,0,0.182,0.73695,1.40563,2.5,2.35674
0,1.56,0.0,2.058,0.979,-1.985,1,1,8,8,2,2,0,0.289,0.73695,1.53063,2.5,2.36774
0,3.734,11.307,2.178,6.498,-4.027,3,3,16,20,9,3,1,0.163,0.68904,1.3005,2.95281,1.90296
0,2.365,11.033,2.041,2.638,-2.53,3,3,13,14,6,3,1,0.203,0.74844,1.37425,3.02698,2.04216
0,1.453,10.643,1.754,0.639,-1.692,3,3,11,10,4,3,1,0.244,0.75531,1.44116,2.91397,2.1532
0,3.023,0.0,2.194,3.457,-3.496,1,1,11,12,5,2,0,0.336,0.70935,1.52271,2.66353,1.91747
0,1.894,0.0,0.0,0.569,-2.397,1,2,11,9,2,4,0,0.122,0.44601,1.46899,1.82306,2.05331
0,1.344,10.46,1.549,0.641,-1.975,2,2,10,8,3,3,1,0.354,0.7249,1.63373,2.72192,2.21302
0,2.011,10.828,1.858,1.241,-2.307,2,2,11,10,4,3,1,0.322,0.75531,1.57235,2.91397,2.16371
0,1.344,9.771,0.0,0.0,-1.854,2,2,9,6,2,4,2,0.239,0.72584,1.42947,2.72548,2.56883
0,1.423,10.41,1.499,0.0,-2.166,2,2,10,8,2,4,2,0.208,0.70553,1.39214,2.72192,2.54451
0,0.99,10.451,1.544,0.409,-1.556,2,2,9,8,2,3,1,0.227,0.74796,1.40208,2.72548,2.47386
0,2.934,0.0,6.255,2.316,-2.442,0,1,11,18,4,2,2,0.105,0.79369,1.12425,2.84535,3.51203
0,4.977,11.668,6.26,2.388,-4.908,2,2,19,22,7,6,3,0.092,0.71629,1.2211,3.32635,2.27396
0,4.436,11.066,8.255,3.885,-3.944,2,2,16,24,8,3,3,0.098,0.75676,1.18837,3.15563,3.60576
0,5.348,11.341,8.432,6.263,-4.887,2,2,18,28,10,3,3,0.088,0.76546,1.16256,3.30827,3.57215
0,4.442,11.166,9.954,2.49,-3.916,2,2,16,24,7,3,3,0.098,0.76807,1.18837,3.20281,3.69294
0,4.688,11.277,10.317,3.008,-4.225,2,2,17,26,8,3,3,0.092,0.7856,1.17475,3.33717,3.66833
0,5.012,11.636,6.276,2.765,-5.245,2,2,20,24,8,6,3,0.087,0.73321,1.20721,3.44643,2.20301
0,-4.933,19.962,0.0,-0.051,-0.197,0,5,10,8,4,2,2,0.65,0.84462,1.74716,2.92192,3.29987
0,-4.087,20.225,0.0,0.296,-0.207,1,5,10,10,4,2,2,0.66,0.84462,1.74273,2.92192,3.31716
0,-1.409,0.0,0.0,-0.73,0.907,0,3,6,8,2,0,0,0.574,0.82616,1.41379,1.91829,2.57178
0,2.506,11.28,2.174,7.53,-3.328,2,5,20,30,14,1,1,0.271,0.71812,1.29546,3.1037,3.28116
0,6.036,11.373,2.253,15.922,-7.401,2,4,25,40,19,2,2,0.167,0.61374,1.2052,2.88488,3.14969
0,6.48,11.382,2.264,19.51,-7.646,2,4,25,42,20,1,1,0.165,0.50641,1.18973,2.35173,3.05206
0,4.722,36.769,0.0,-0.512,-5.95,6,6,30,20,11,12,3,0.206,0.51838,1.4041,2.83009,1.56726
0,-3.645,9.305,0.0,-0.028,0.624,0,3,5,5,1,1,1,0.721,0.99999,1.76096,2.32192,2.63024
0,1.581,10.603,2.883,0.0,-1.875,3,3,12,10,3,4,1,0.206,0.77124,1.43654,3.08496,2.74856
0,3.28,11.772,1.545,0.248,-3.814,3,3,18,14,5,7,1,0.149,0.60808,1.35433,2.85827,1.96197
0,5.134,0.0,9.417,6.802,-3.575,0,0,15,24,0,2,2,0.0,0.74507,0.96123,3.10689,2.31849
0,4.284,11.31,10.401,6.136,-4.328,2,2,19,28,3,2,2,0.091,0.76952,1.16963,3.43162,2.15677
0,1.841,9.647,2.046,1.017,-2.109,1,1,8,10,3,3,3,0.129,0.72416,1.23266,2.40563,3.2182
0,2.309,9.768,2.167,5.568,-2.183,1,1,8,14,5,1,1,0.122,0.80187,1.14332,2.40563,2.57906
0,2.557,0.0,5.589,6.122,-2.583,2,2,11,20,7,0,0,0.094,0.72641,1.18103,2.41308,2.93045
0,0.813,9.962,2.111,4.554,-1.855,0,2,9,13,5,1,1,0.257,0.83333,1.28864,2.6416,2.75059
0,1.931,10.318,3.787,4.242,-1.907,1,1,8,14,4,1,1,0.12,0.91666,1.14332,2.75,2.77471
0,2.142,10.57,4.014,3.685,-1.755,1,1,8,14,4,1,1,0.12,0.91666,1.14332,2.75,2.93134
0,2.142,10.643,4.07,3.54,-1.715,1,1,8,14,4,1,1,0.12,0.75,1.14332,2.25,2.99378
0,3.762,11.063,6.138,6.045,-3.273,2,2,13,22,8,1,1,0.119,0.87527,1.18181,3.2389,3.25733
0,2.286,9.681,2.133,3.419,-2.173,1,1,8,12,4,2,2,0.126,0.94639,1.18837,3.0,2.86426
0,1.864,9.734,2.08,2.631,-2.033,1,1,8,12,4,2,2,0.125,0.78866,1.18837,2.5,2.86442
0,2.81,0.0,6.125,4.55,-3.159,2,2,13,22,8,1,1,0.083,0.6517,1.18181,2.4116,3.33666
0,0.79,9.875,2.077,3.066,-2.025,0,2,9,11,4,2,2,0.264,0.95424,1.33666,3.16992,3.05869
0,1.894,0.0,2.106,3.333,-1.806,0,1,8,14,4,1,1,0.143,0.83333,1.14332,2.5,2.76307
0,2.118,10.556,3.856,1.632,-1.787,1,1,8,12,3,2,2,0.123,0.94639,1.18837,3.0,3.26747
0,1.908,10.231,3.649,2.128,-1.951,1,1,8,12,3,2,2,0.123,0.94639,1.18837,3.0,3.14789
0,2.273,10.286,3.561,3.624,-2.645,2,2,11,16,6,2,2,0.143,0.86355,1.2538,3.09579,2.95666
0,2.718,10.31,3.637,6.602,-2.78,2,2,11,18,7,1,1,0.14,0.69491,1.21701,2.404,2.74461
0,2.339,0.0,2.193,6.441,-1.983,0,1,8,16,5,0,0,0.139,0.53431,1.09948,1.5,2.49563
0,3.841,10.909,4.184,8.092,-3.476,2,2,13,22,9,1,1,0.12,0.63393,1.18181,2.34585,2.91533
0,4.85,11.396,2.188,6.366,-5.385,2,2,18,22,9,5,2,0.099,0.67171,1.21924,3.03856,2.06985
0,3.853,11.282,4.199,8.347,-3.571,2,2,14,22,6,1,1,0.121,0.82826,1.19417,3.23592,1.98599
0,2.639,9.671,2.182,6.599,-2.465,1,2,10,16,7,1,1,0.156,0.65051,1.2389,2.16096,2.60364
0,4.027,0.0,2.242,7.786,-4.213,1,1,12,18,6,2,0,0.07,0.67002,1.13647,2.58496,1.92239
0,3.847,11.009,5.914,6.595,-3.421,2,2,13,22,8,1,1,0.119,0.71708,1.18181,2.65354,3.00798
0,5.666,11.342,4.408,13.229,-5.462,2,2,17,30,13,1,1,0.093,0.50308,1.13309,2.05632,3.03298
0,6.445,0.0,2.278,19.578,-6.94,0,1,17,34,14,0,0,0.07,0.2556,1.02588,1.02242,2.83103
0,5.306,11.39,0.0,14.507,-5.749,2,2,18,28,0,2,2,0.096,0.46069,1.16256,1.99107,2.1298
0,1.385,9.558,1.897,0.0,-1.632,1,1,7,8,2,3,3,0.147,0.67133,1.2729,2.12808,3.2117
0,-0.111,9.753,1.825,0.0,-1.581,0,2,8,7,2,3,3,0.304,0.82783,1.42947,2.75,3.3902
0,1.128,0.0,1.932,0.129,-1.314,0,1,7,10,2,2,2,0.167,0.84054,1.22104,2.52164,3.04153
0,1.177,10.39,2.031,2.513,-0.756,2,2,8,10,1,1,1,0.221,0.94639,1.35164,3.0,2.21007
0,1.11,10.451,1.927,2.648,-0.778,2,2,8,10,0,1,1,0.221,0.94639,1.35164,3.0,2.22315
0,1.853,9.679,2.129,4.208,-1.658,1,1,7,12,4,1,1,0.138,0.89822,1.16743,2.52164,2.51493
0,1.106,20.786,3.38,0.679,-1.064,2,2,8,10,3,2,2,0.252,0.63092,1.35164,2.0,3.50551
0,2.599,0.0,0.0,7.237,-0.667,0,0,8,14,5,0,0,0.451,0.53431,1.24067,1.5,2.47356
0,2.854,0.0,2.22,6.408,-1.374,0,0,7,14,4,0,0,0.268,0.60219,1.11552,1.55665,2.41468
0,0.356,9.874,2.057,3.277,-1.361,0,2,8,11,4,1,1,0.286,0.91666,1.32353,2.75,2.73037
0,1.871,0.0,4.082,2.943,-1.209,0,1,7,14,3,0,0,0.156,0.9755,1.11552,2.52164,2.77202
0,1.685,10.411,3.922,2.455,-1.268,1,1,7,12,3,1,1,0.135,0.89822,1.16743,2.52164,2.93399
0,1.829,9.592,2.078,2.128,-1.658,1,1,7,10,3,2,2,0.143,0.93578,1.22104,2.80735,2.87136
0,1.408,9.628,2.042,1.585,-1.561,1,1,7,10,3,2,2,0.142,0.84054,1.22104,2.52164,2.87131
0,1.408,9.628,2.042,1.585,-1.561,1,1,7,10,3,2,2,0.142,0.84054,1.22104,2.52164,2.87131
0,1.408,9.645,1.949,1.545,-1.546,1,1,7,10,3,2,2,0.142,0.84054,1.22104,2.52164,2.77513
0,1.408,9.645,1.949,1.545,-1.546,1,1,7,10,3,2,2,0.142,0.84054,1.22104,2.52164,2.77513
0,2.748,0.0,6.097,3.653,-2.757,2,2,12,20,7,1,1,0.089,0.66841,1.19819,2.39624,3.42828
0,1.662,10.324,3.69,0.615,-1.35,1,1,7,10,2,2,2,0.139,0.93578,1.22104,2.80735,3.2941
0,0.333,9.787,2.006,1.857,-1.541,0,2,8,9,3,2,2,0.295,0.94639,1.37928,3.0,3.09833
0,-0.088,9.822,1.97,1.056,-1.367,0,2,8,9,3,2,2,0.294,0.86752,1.37928,2.75,3.05663
0,1.616,0.0,2.034,1.857,-1.21,0,1,7,12,3,1,1,0.163,1.0,1.16743,2.80735,2.92195
0,1.573,0.0,2.112,2.427,-1.367,0,1,7,12,3,1,1,0.161,0.79645,1.16743,2.23592,2.73224
0,1.573,0.0,2.112,2.427,-1.367,0,1,7,12,3,1,1,0.161,0.79645,1.16743,2.23592,2.73224
0,1.438,0.0,2.077,2.143,-1.311,0,1,7,12,3,1,1,0.161,0.79645,1.16743,2.23592,2.73359
0,1.438,0.0,1.983,2.21,-1.312,0,1,7,12,3,1,1,0.161,1.0,1.16743,2.80735,2.64687
0,1.952,10.22,3.517,2.604,-2.193,2,2,10,14,5,2,2,0.157,0.84462,1.28067,2.92192,2.96997
0,1.817,10.23,3.491,2.374,-2.138,2,2,10,14,5,2,2,0.157,0.90243,1.28067,3.12192,2.92074
0,2.735,11.571,2.062,2.134,-3.536,2,3,16,17,6,5,2,0.222,0.8253,1.42037,3.625,2.3388
0,3.481,11.431,2.075,2.253,-3.769,2,2,15,16,6,5,2,0.121,0.76892,1.27336,3.32323,2.21503
0,2.917,10.742,3.861,2.305,-2.986,2,2,12,16,6,3,3,0.134,0.89781,1.2638,3.41829,3.18256
0,3.075,10.819,4.084,4.016,-2.878,2,2,12,18,7,2,2,0.132,0.74359,1.23095,2.75162,3.11242
0,2.94,10.829,4.053,3.808,-2.826,2,2,12,18,7,2,2,0.132,0.83367,1.23095,3.08496,3.06641
0,1.873,9.581,2.102,2.6,-1.864,1,2,9,12,5,2,2,0.176,0.7283,1.31274,2.41938,2.81783
0,1.738,9.591,2.066,2.368,-1.814,1,2,9,12,5,2,2,0.176,0.82045,1.31274,2.72548,2.77478
0,3.988,11.094,4.249,6.409,-3.825,2,2,14,22,9,2,2,0.114,0.75513,1.19417,2.95021,3.14918
0,3.853,11.104,4.216,6.21,-3.775,2,2,14,22,9,2,2,0.114,0.77789,1.19417,3.03914,3.11168
0,3.408,11.052,4.12,3.705,-3.736,2,2,14,20,8,3,3,0.115,0.73755,1.22104,2.95021,3.23872
0,3.327,11.03,6.136,3.13,-3.153,2,2,13,20,7,2,2,0.121,0.85069,1.21129,3.2389,3.24286
0,3.192,11.039,6.108,2.913,-3.099,2,2,13,20,7,2,2,0.121,0.8911,1.21129,3.39274,3.19837
0,1.629,10.679,3.433,2.052,-2.196,2,3,12,16,6,2,2,0.237,0.87871,1.33291,3.25162,3.15552
0,3.363,11.092,5.656,2.304,-3.148,2,2,13,18,6,3,3,0.122,0.90777,1.24089,3.54659,3.41467
0,3.403,11.16,5.967,3.234,-3.167,2,2,13,20,7,2,2,0.121,0.85069,1.21129,3.2389,3.29739
0,3.516,11.398,2.081,2.659,-4.115,2,2,16,18,7,5,2,0.112,0.7861,1.25329,3.45281,2.12929
0,2.619,10.588,3.903,3.079,-2.475,2,2,11,16,6,2,2,0.143,0.81283,1.2538,2.91397,3.06096
0,2.484,10.598,3.873,2.863,-2.422,2,2,11,16,6,2,2,0.143,0.86355,1.2538,3.09579,3.01188
0,1.693,20.95,3.224,1.932,-2.498,3,3,12,14,6,3,3,0.225,0.85403,1.37016,3.25162,3.21349
0,3.531,10.978,4.186,5.158,-3.336,2,2,13,20,8,2,2,0.122,0.76988,1.21129,2.9312,3.13862
0,3.396,10.988,4.153,4.955,-3.285,2,2,13,20,8,2,2,0.122,0.81028,1.21129,3.08505,3.09678
0,1.883,0.0,2.164,5.043,-1.45,0,1,7,14,4,0,0,0.157,0.60219,1.11552,1.55665,2.40751
0,3.926,11.455,2.162,5.049,-3.874,2,2,15,18,7,4,1,0.119,0.68815,1.25153,2.92323,2.13111
0,4.676,10.904,2.194,5.732,-5.081,1,1,16,20,7,5,2,0.072,0.7469,1.14098,3.28063,2.45538
0,2.183,9.615,2.153,5.225,-1.94,1,2,9,14,6,1,1,0.172,0.71958,1.26467,2.28103,2.54932
0,3.362,10.766,3.962,5.128,-3.098,2,2,12,18,7,2,2,0.132,0.78863,1.23095,2.91829,3.01774
0,3.385,10.853,4.154,6.716,-2.951,2,2,12,20,8,1,1,0.129,0.67456,1.19819,2.41829,2.91183
0,3.321,11.222,2.147,4.908,-3.266,3,3,14,16,7,3,1,0.188,0.71446,1.3466,2.95021,1.9997
0,4.297,11.128,4.312,9.148,-3.905,2,2,14,24,10,1,1,0.112,0.59646,1.16743,2.27094,2.99488
0,3.562,11.169,2.202,7.805,-3.23,1,1,12,18,4,2,2,0.092,0.79374,1.13647,3.02205,2.19354
0,3.391,10.953,5.877,5.224,-2.897,2,2,12,20,7,1,1,0.128,0.76754,1.19819,2.75162,3.02189
0,3.637,11.063,6.223,5.795,-3.218,2,2,13,22,8,1,1,0.119,0.79212,1.18181,2.9312,3.05654
0,3.847,11.184,6.085,6.108,-3.284,2,2,13,22,8,1,1,0.119,0.79212,1.18181,2.9312,3.14764
0,3.961,11.422,2.168,5.497,-4.226,2,2,16,20,8,4,1,0.11,0.71214,1.23266,3.07781,2.06023
0,5.21,11.286,4.381,11.848,-4.937,2,2,16,28,12,1,1,0.098,0.53125,1.14332,2.125,3.02739
0,2.929,10.622,3.978,5.748,-2.544,2,2,11,18,7,1,1,0.14,0.73721,1.21701,2.55034,2.83439
0,0.897,10.763,0.0,-0.413,-1.357,1,2,10,8,2,4,1,0.265,0.69508,1.39214,2.64643,2.79328
0,1.347,10.036,0.0,0.0,-1.192,1,2,9,6,1,4,1,0.303,0.61642,1.42947,2.28103,2.94652
0,-0.257,10.261,0.0,0.0,-1.081,0,3,10,5,1,4,1,0.433,0.71491,1.50582,2.72192,3.05243
0,-0.257,10.23,0.0,0.0,-1.101,0,3,10,5,1,4,1,0.432,0.60985,1.50582,2.32192,2.91415
0,1.917,10.125,5.701,3.489,-2.585,1,2,12,20,6,1,1,0.179,0.88947,1.19819,3.18872,3.30327
0,2.864,0.0,9.923,5.344,-3.667,2,3,17,30,10,0,0,0.131,0.82319,1.18725,3.29277,3.63075
0,1.947,0.0,5.813,4.16,-2.341,0,2,12,22,6,0,0,0.189,0.87356,1.16608,3.02205,3.24761
0,0.753,10.475,0.0,2.252,-0.741,1,2,8,8,0,2,2,0.325,0.90309,1.40563,3.0,2.59218
0,2.979,10.797,2.173,5.537,-2.776,2,2,12,16,4,2,2,0.147,0.89781,1.2638,3.41829,2.09353
0,2.557,10.859,2.1,4.566,-2.55,2,2,12,16,3,2,2,0.147,0.89781,1.2638,3.41829,2.1523
0,1.314,10.461,2.811,0.0,-1.344,3,4,13,10,3,4,1,0.296,0.75476,1.49101,3.08505,3.11863
0,0.113,10.682,3.172,0.0,-0.444,2,3,9,8,0,2,2,0.353,0.85207,1.48365,2.9477,2.7191
0,3.301,11.106,5.878,3.302,-2.559,2,2,13,16,3,3,3,0.132,0.84818,1.26992,3.39274,2.56933
0,2.661,11.186,6.325,2.752,-2.107,2,2,12,18,1,1,1,0.141,0.77163,1.23095,2.85538,2.43899
0,3.47,10.781,2.21,7.423,-3.687,2,2,14,20,6,2,2,0.124,0.84469,1.22104,3.37878,1.94374
0,3.891,10.899,2.215,8.3,-3.829,2,2,14,20,6,2,2,0.124,0.80898,1.22104,3.23592,1.95989
0,-0.976,10.443,1.361,0.0,-1.191,1,4,12,6,2,4,1,0.412,0.8129,1.53049,3.25162,3.00017
0,3.91,11.768,5.815,3.949,-5.012,2,4,22,27,9,5,2,0.176,0.83505,1.36582,3.97057,2.16607
0,1.833,10.178,1.855,0.0,-1.607,1,2,10,8,1,4,1,0.261,0.76744,1.39214,2.92192,3.12264
0,2.762,10.907,4.144,4.517,-3.117,2,2,13,18,4,2,2,0.131,0.81415,1.24089,3.18083,2.20908
0,-1.074,10.351,1.555,-0.003,-0.003,2,3,8,5,0,2,2,0.417,0.75257,1.54858,2.5,2.69946
0,1.126,10.547,1.865,1.303,-1.261,2,2,9,10,1,2,2,0.197,0.85207,1.35999,2.9477,2.53663
0,2.409,10.804,4.242,4.014,-1.966,2,2,11,16,3,1,1,0.156,0.91426,1.2538,3.27761,2.2046
0,1.759,10.809,3.675,4.235,-2.112,1,2,11,18,6,1,1,0.198,0.89488,1.21701,3.09579,3.36497
0,2.546,10.814,2.157,6.148,-2.148,2,2,11,16,3,1,1,0.157,0.86355,1.2538,3.09579,2.09471
0,1.811,10.882,3.901,2.829,-1.631,1,2,10,16,5,1,1,0.218,0.87958,1.2389,2.92192,3.38179
0,-2.475,19.082,0.0,-0.922,-0.138,1,4,7,3,2,2,2,0.685,0.84054,1.57095,2.52164,3.30557
0,0.231,10.124,3.153,0.523,-0.571,1,2,7,10,2,1,1,0.302,1.0,1.33282,2.80735,3.20645
0,1.264,10.698,1.396,0.412,-2.267,1,2,12,12,3,4,1,0.214,0.75551,1.32501,3.02205,2.53715
0,1.809,10.634,1.583,1.333,-2.258,1,2,12,12,3,4,1,0.214,0.64624,1.32501,2.58496,2.48921
0,1.657,11.112,5.898,1.292,-1.673,1,2,11,14,0,2,2,0.211,0.68919,1.29056,2.55034,2.88283
0,3.014,10.922,2.122,5.77,-3.031,2,2,13,18,4,2,2,0.134,0.81415,1.24089,3.18083,2.06856
0,2.123,0.0,0.0,0.0,-1.981,0,1,9,7,0,4,0,0.137,0.39174,1.27178,1.53049,2.91596
0,3.203,0.0,8.601,2.427,-3.813,0,1,14,22,2,2,2,0.088,0.7955,1.10844,3.182,2.79231
0,3.397,0.0,8.582,3.761,-3.63,0,1,14,22,2,2,2,0.088,0.7955,1.10844,3.182,2.88731
0,3.16,10.897,8.318,2.375,-3.965,1,1,14,20,2,3,3,0.076,0.79167,1.13027,3.23592,2.8426
0,3.355,10.894,8.299,3.679,-3.786,1,1,14,20,2,3,3,0.076,0.72177,1.13027,2.95021,2.94112
0,3.214,10.887,6.105,3.561,-3.941,1,1,14,20,2,3,3,0.076,0.77847,1.13027,3.182,2.78307
0,3.412,10.979,10.654,1.156,-4.205,1,1,15,22,2,3,3,0.07,0.80902,1.11727,3.37355,2.94487
0,2.001,20.02,5.411,1.271,-1.777,3,3,12,15,6,2,2,0.309,0.87871,1.35164,3.25162,3.21504
0,1.222,0.0,4.186,1.261,-0.639,0,1,6,12,2,0,0,0.176,0.96972,1.13496,2.25162,2.57563
0,3.265,11.403,4.215,1.42,-3.115,2,2,14,16,5,4,1,0.127,0.76308,1.2729,3.182,2.29032
0,2.724,10.802,6.213,2.976,-2.166,2,2,11,18,6,1,1,0.139,0.89488,1.21701,3.09579,3.03626
